DATE;OPEN;HIGH;LOW;CLOSE;VOLUME;P_VC;VOLUMERMB;REAL PRICE;MA5;C_MA5;MA7;MA10;C_MA10;MA20;MA50;MA60;MA65;RAVI;DIFFMA;NC2;P_NC2;NC3;P_NC3;NC5;P_NC5;NC10;P_NC10;EPS;PE;SSEC;DIFFSSEC;P_DIFFSSEC;P_SSEC;ADX;BB;HH2;HH3;HH5;K;D;RSI6;RSI12;RSI24;DIFF;DEA;EMA9;EMA12;EMA26;MACD;LL2;LL3;L1;L2;L3;L4;L5;L6;L7;L8;L9;L10;L15;L20;L25;L30;L40;L50;;;;;;;;;;;;;
17/4/2013;8.53;8.53;8.31;8.38;862785;-0.316739616;724641344;9.59;8.614;-0.027923628;8.67;8.707;-0.03902148;9.0835;9.4668;9.430166667;9.388153846;0.076495748;0.041368337;-0.15;-0.017584994;-0.24;-0.027842227;-0.43;-0.048808173;-0.44;-0.049886621;0.477;20.1048218;2193.8;-1.05;-0.006360344;-0.000478393;11.23;-0.15339233;0;0;1;0;0;0.040816327;0.282828283;0.394578313;-0.244587165;-0.187845694;8.690271674;8.768520843;9.013108007;-0.05674147;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;;;;;;;;;19.99;32.42;17;11.96;-12.43
18/4/2013;8.25;8.45;8.21;8.42;1034219;0.198698401;860059072;9.63;8.536;-0.013776722;8.611428571;8.667;-0.029334917;9.0325;9.4334;9.4185;9.380615385;0.081997479;0.04584323;0.04;0.00477327;-0.11;-0.012895662;-0.31;-0.035509737;-0.43;-0.048587571;0.477;20.18867925;2197.6;3.8;0.002210776;0.001732154;10.98;-0.147719537;0;0;1;0.266666667;0.088888889;0.12244898;0.22826087;0.406626506;-0.254271829;-0.201130921;8.636217339;8.714902252;8.969174081;-0.053140908;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;;;;;;;;;20.82;31.92;17.26;12.3;-11.1
19/4/2013;8.44;8.98;8.41;8.93;1786750;0.727632155;1562634496;10.14;8.576;0.039641657;8.631428571;8.675;0.028555431;8.98;9.4114;9.418833333;9.380615385;0.079865423;0.049141471;0.51;0.060570071;0.55;0.065632458;0.31;0.035962877;0.22;0.025258324;0.477;21.25786164;2244.64;47.04;0.01967601;0.021405169;10.72;-0.141819832;1;0;1;1;0.422222222;0.56122449;0.533333333;0.457300275;-0.218278084;-0.204560354;8.694973871;8.747994213;8.966272297;-0.01371773;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;;;;;;;;;21.4;31.36;17.36;12.63;-9.96
22/4/2013;8.9;9.01;8.89;9.01;1233437;-0.309675668;1105645952;10.22;8.654;0.039511654;8.66;8.705;0.033851276;8.936;9.3862;9.422;9.383384615;0.077092078;0.053940067;0.08;0.008958567;0.59;0.070071259;0.48;0.056271981;0.18;0.020385051;0.477;21.42557652;2242.17;-2.47;-0.022056989;-0.001100399;10.45;-0.135693215;1;1;1;1;0.755555556;0.642857143;0.567375887;0.460273973;-0.181208591;-0.199890001;8.757979097;8.788302795;8.969511386;0.01868141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;21.41;30.71;17.4;12.93;-9.3
23/4/2013;9.07;9.08;8.59;8.63;1088268;-0.117694702;952030784;9.84;8.674;-0.005098494;8.645714286;8.685;-0.006373117;8.875;9.344;9.416666667;9.383692308;0.078644738;0.062765547;-0.38;-0.042175361;-0.3;-0.033594625;0.25;0.029832936;-0.16;-0.018202503;0.477;20.62893082;2184.54;-57.63;-0.024601168;-0.025702779;10.21;-0.130247334;0;0;1;0;0.666666667;0.504;0.4375;0.42;-0.180413875;-0.195994776;8.732383277;8.763948519;8.944362395;0.015580901;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;;;;;;;;;21.04;31.73;17.58;13.23;-10.69
24/4/2013;8.65;8.94;8.56;8.82;1050050;-0.035118188;918861504;10.03;8.762;0.006575964;8.674285714;8.688;0.014965986;8.8245;9.3032;9.4105;9.378769231;0.075114708;0.066439909;0.19;0.022016222;-0.19;-0.02108768;0.4;0.047505938;0.01;0.001135074;0.477;21.02725367;2218.32;33.78;0.04184405;0.01546321;9.99;-0.125255276;0;0;1;0.5;0.5;0.607407407;0.53038674;0.422885572;-0.162578541;-0.189311529;8.749906622;8.772571824;8.935150365;0.026732988;0;0;0;0;0;0;1;1;1;0;0;0;1;1;1;0;0;0;;;;;;;;;20.44;32.59;17.92;13.54;-12.15
25/4/2013;8.79;8.86;8.61;8.7;743203;-0.292221323;647612480;9.91;8.818;-0.013563218;8.698571429;8.677;0.002643678;8.785;9.264;9.401;9.372307692;0.071885846;0.070804598;-0.12;-0.013605442;0.07;0.00811124;-0.23;-0.025755879;-0.03;-0.003436426;0.477;20.77568134;2199.31;-19.01;-0.023797288;-0.008569548;9.79;-0.120717041;0;0;1;0.368421053;0.289473684;0.621212121;0.464088398;0.322222222;-0.156324892;-0.182714202;8.739925298;8.761406928;8.91773182;0.02638931;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;;;;;;;;;19.82;33.79;18.45;13.85;-13.97
26/4/2013;8.75;8.8;8.64;8.67;528064;-0.289475419;461024160;9.88;8.766;-0.011072664;8.74;8.671;-0.00011534;8.741;9.2216;9.389;9.368615385;0.067098003;0.074740484;-0.03;-0.003448276;-0.15;-0.017006803;-0.34;-0.037735849;0.05;0.005800464;0.477;20.71278826;2177.91;-21.4;-0.001086704;-0.009730325;9.61;-0.11663263;0;0;1;0;0.289473684;0.595419847;0.466666667;0.327683616;-0.152036991;-0.176578759;8.725940238;8.747344324;8.899381315;0.024541769;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;;;;;;;;;19.22;33.63;19.02;14.19;-14.41
2/5/2013;8.56;8.65;8.45;8.61;806678;0.527614077;689320320;9.82;8.686;-0.008826945;8.767142857;8.67;-0.006968641;8.731;9.1894;9.375833333;9.365384615;0.06387797;0.074893535;-0.06;-0.006920415;-0.09;-0.010344828;-0.02;-0.002317497;0.08;0.009378664;0.477;20.5870021;2174.12;-3.79;0.008085734;-0.0017402;9.46;-0.113228954;0;0;1;0;0.122807018;0.313953488;0.445652174;0.325842697;-0.151731234;-0.171609254;8.70275219;8.726214428;8.877945662;0.01987802;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;;;;;;;;;19.25;32.95;19.48;14.53;-13.7
3/5/2013;8.66;8.96;8.62;8.8;1093735;0.355850786;965187008;10.01;8.72;0.009090909;8.748571429;8.697;0.011704545;8.725;9.1628;9.365;9.363076923;0.065630722;0.072727273;0.19;0.022067364;0.13;0.014994233;-0.02;-0.002267574;0.42;0.050119332;0.477;20.98532495;2205.5;31.38;0.01617666;0.014433426;9.32;-0.11005219;0;0;1;1;0.333333333;0.391752577;0.517948718;0.361930295;-0.134605855;-0.164208574;8.722201752;8.737566054;8.872171909;0.02960272;0;0;1;1;1;0;1;1;0;0;1;1;1;1;0;0;0;0;;;;;;;;;19.03;32.57;19.92;14.88;-13.54
6/5/2013;8.82;9;8.76;8.92;878653;-0.196649097;781976832;10.13;8.74;0.020179372;8.735714286;8.751;0.018946188;8.729;9.1402;9.3475;9.358923077;0.066589797;0.069338565;0.12;0.013636364;0.31;0.036004646;0.22;0.025287356;0.5;0.059382423;0.477;21.23689727;2231.17;25.67;-0.002588982;0.011639084;9.17;-0.106648514;1;0;1;1;0.666666667;0.704225352;0.576530612;0.418803419;-0.110081915;-0.153383243;8.761761402;8.765632815;8.875714731;0.043301327;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;;;;;;;;;19.07;32.14;20.28;15.23;-13.07
7/5/2013;8.88;8.89;8.77;8.85;600960;-0.31604399;530427520;10.06;8.77;0.009039548;8.767142857;8.794;0.006327684;8.7305;9.1194;9.326833333;9.352461538;0.062584452;0.067382298;-0.07;-0.007847534;0.05;0.005681818;0.18;0.020761246;-0.08;-0.008958567;0.477;21.09014675;2235.57;4.4;-0.009533115;0.00197206;9.01;-0.103017926;0;0;1;0.416666667;0.805555556;0.525423729;0.582474227;0.400568182;-0.095197554;-0.141746105;8.779409122;8.778612382;8.873809936;0.046548551;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;;;;;;;;;19.93;31.3;20.4;15.56;-11.37
8/5/2013;8.91;8.99;8.8;8.84;721535;0.200637314;641309440;10.05;8.804;0.004072398;8.77;8.785;0.006221719;8.73;9.1042;9.307;9.344;0.061429795;0.065271493;-0.01;-0.001129944;-0.08;-0.00896861;0.23;0.026713124;-0.17;-0.018867925;0.477;21.06918239;2246.3;10.73;0.002831493;0.004799671;8.84;-0.099160427;0;0;1;0;0.472222222;0.645833333;0.627777778;0.505376344;-0.083248865;-0.130046657;8.791527297;8.788056631;8.871305496;0.046797792;1;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;;;;;;;;;19.71;30.61;20.49;15.88;-10.9
9/5/2013;8.85;8.87;8.68;8.76;646673;-0.103753803;566701632;9.97;8.834;-0.008447489;8.778571429;8.76;0;8.7325;9.0992;9.281833333;9.334153846;0.059521455;0.062709285;-0.08;-0.009049774;-0.09;-0.010169492;-0.04;-0.004545455;0.13;0.015063731;0.477;20.90146751;2232.97;-13.33;-0.010710947;-0.005934203;8.66;-0.095076015;0;0;1;0;0.138888889;0.58490566;0.592391304;0.471014493;-0.079320418;-0.119901409;8.785221838;8.783740226;8.863060644;0.040580991;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;;;;;;;;;19.3;31.59;20.72;16.19;-12.29
10/5/2013;8.72;8.85;8.68;8.82;631270;-0.023818839;554584640;10.03;8.838;-0.002040816;8.8;8.779;0.004648526;8.732;9.097;9.249833333;9.324461538;0.056245772;0.058711262;0.06;0.006849315;-0.02;-0.002262443;-0.1;-0.011210762;0;0;0.477;21.02725367;2246.83;13.86;0.012176608;0.00620698;8.49;-0.091218516;0;0;1;0.75;0.25;0.698113208;0.460431655;0.496350365;-0.070552314;-0.11003159;8.79217747;8.789318653;8.859870967;0.039479276;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;;;;;;;;;19.93;30.82;20.77;16.49;-10.89
13/5/2013;8.81;8.9;8.72;8.81;669943;0.061262217;589256640;10.02;8.816;-0.000681044;8.828571429;8.778;0.003632236;8.733;9.091;9.215666667;9.306615385;0.051366038;0.054786228;-0.01;-0.001133787;0.05;0.005707763;-0.04;-0.004519774;0.11;0.012643678;0.477;21.00628931;2241.92;-4.91;-0.008353992;-0.002185301;8.31;-0.087134105;0;0;1;0.833333333;0.527777778;0.514285714;0.424242424;0.498168498;-0.063676423;-0.100760557;8.795741976;8.792500399;8.856176821;0.037084134;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;;;;;;;;;19.64;30.38;20.81;16.76;-10.74
14/5/2013;8.82;8.84;8.72;8.76;673481;0.005281046;590056896;9.97;8.798;-0.0043379;8.822857143;8.784;-0.002739726;8.7305;9.0838;9.184;9.286153846;0.049891129;0.051769406;-0.05;-0.005675369;-0.06;-0.006802721;-0.08;-0.009049774;0.09;0.010380623;0.477;20.90146751;2217.01;-24.91;-0.008920925;-0.011111012;8.14;-0.083276605;0;0;1;0;0.527777778;0.214285714;0.565656566;0.483636364;-0.061552275;-0.0929189;8.788593581;8.787500337;8.849052612;0.031366625;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;;;;;;;;;19.12;31.72;21.07;17.04;-12.6
15/5/2013;8.77;8.81;8.72;8.78;472759;-0.298036619;414543648;9.99;8.786;-0.000683371;8.802857143;8.795;-0.001708428;8.733;9.0758;9.1505;9.266923077;0.050077672;0.047551253;0.02;0.002283105;-0.03;-0.003405221;0.02;0.002283105;0.17;0.019744483;0.477;20.94339623;2224.8;7.79;0.014749595;0.003513741;7.98;-0.079646018;0;0;1;0.4;0.411111111;0.347826087;0.475609756;0.513307985;-0.057591165;-0.085853353;8.786874865;8.786346439;8.843937604;0.028262188;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;;;;;;;;;18.83;32.08;21.39;17.32;-13.25
16/5/2013;8.78;8.95;8.63;8.94;1116473;1.361611307;985100544;10.15;8.822;0.013199105;8.815714286;8.828;0.012527964;8.749;9.0576;9.129166667;9.246461538;0.046585091;0.042524236;0.16;0.018223235;0.18;0.020547945;0.12;0.013605442;0.14;0.015909091;0.477;21.278826;2251.81;27.01;0.008638979;0.012140417;7.82;-0.07601543;1;0;1;1;0.466666667;0.631578947;0.639534884;0.520599251;-0.041067888;-0.07689626;8.817499892;8.809985449;8.851053337;0.035828372;0;0;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;;;;;;;;;19.84;31.12;21.44;17.59;-11.28
17/5/2013;8.94;9.07;8.84;9.03;1229551;0.101281446;1101937536;10.24;8.864;0.018383167;8.842857143;8.851;0.019822813;8.774;9.039;9.110833333;9.220153846;0.040920869;0.037301587;0.09;0.010067114;0.25;0.028473804;0.22;0.024971623;0.11;0.012331839;0.477;21.46750524;2282.87;31.06;0.001798553;0.013793348;7.65;0.072157931;1;1;1;1;0.8;0.846153846;0.695652174;0.544117647;-0.020474804;-0.065611969;8.859999913;8.843833841;8.864308645;0.045137165;0;0;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;;;;;;;;;19.35;32.8;21.72;17.85;-13.45
20/5/2013;9.05;9.33;8.99;9.2;1568512;0.275678683;1442495488;10.41;8.942;0.028043478;8.905714286;8.879;0.034891304;8.815;9.0394;9.096666667;9.194615385;0.031420683;0.030615942;0.17;0.018826135;0.26;0.029082774;0.44;0.050228311;0.35;0.039548023;0.477;21.82389937;2299.99;17.12;-0.006106349;0.007499332;7.5;0.068754255;1;1;1;1;1;0.88;0.786407767;0.567944251;0.009453963;-0.050598783;8.927999931;8.898628635;8.889174672;0.060052746;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;;;;;;;;;19.04;32.43;21.99;18.12;-13.39
21/5/2013;9.17;9.21;9.03;9.13;917752;-0.414890036;835308992;10.34;9.016;0.012486309;8.95;8.907;0.024424973;8.8505;9.0248;9.084;9.171076923;0.024105885;0.025575027;-0.07;-0.007608696;0.1;0.011074197;0.35;0.039863326;0.29;0.03280543;0.477;21.67714885;2305.11;5.12;-0.005217414;0.002226097;7.37;0.065804402;0;0;1;0.588235294;0.862745098;0.785714286;0.681318681;0.56993007;0.027210645;-0.035036897;8.968399945;8.934224229;8.907013585;0.062247542;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;;;;;;;;;18.62;32.87;22.36;18.4;-14.25
22/5/2013;9.12;9.17;9.07;9.15;712077;-0.224107384;648657856;10.36;9.09;0.006557377;8.998571429;8.938;0.023169399;8.8615;9.0098;9.0765;9.145846154;0.016102909;0.023497268;0.02;0.002190581;-0.05;-0.005434783;0.21;0.023489933;0.39;0.044520548;0.477;21.71907757;2302.4;-2.71;-0.003396801;-0.001175649;7.24;0.06285455;0;0;1;0.285714286;0.62464986;0.867924528;0.641975309;0.59566787;0.042407923;-0.019547933;9.004719956;8.967420502;8.925012579;0.061955856;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;;;;;;;;;17.93;34.64;22.97;18.69;-16.71
23/5/2013;9.08;9.12;8.94;8.94;824847;0.158367705;745679232;10.15;9.09;-0.016778523;9.024285714;8.956;-0.001789709;8.858;8.9976;9.075333333;9.126153846;0.011162219;0.024310216;-0.21;-0.02295082;-0.19;-0.020810515;-0.09;-0.009966777;0.12;0.013605442;0.477;21.278826;2275.67;-26.73;-0.010432592;-0.011609625;7.12;0.060131609;0;0;1;0;0.291316527;0.611111111;0.547368421;0.570934256;0.037079205;-0.008222505;8.991775965;8.963201963;8.926122758;0.045301711;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;;;;;;;;;17.55;33.91;23.54;19;-16.36
24/5/2013;8.99;9.07;8.89;8.99;632310;-0.233421471;568435264;10.2;9.082;-0.010233593;9.054285714;8.973;0.00189099;8.876;8.9874;9.076333333;9.108615385;0.005964646;0.022284019;0.05;0.005592841;-0.16;-0.017486339;-0.21;-0.022826087;0.18;0.020431328;0.477;21.3836478;2288.53;12.86;0.017397074;0.005651083;7;0.057408668;0;0;1;0.238095238;0.174603175;0.540983607;0.575757576;0.609318996;0.036470332;0.000716062;8.991420772;8.967324738;8.930854406;0.03575427;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;;;;;;;;;16.7;34.56;24.27;19.34;-17.86
27/5/2013;9;9.12;8.97;9.08;695470;0.099887713;630352704;10.29;9.058;0.002422907;9.074285714;9;0.008810573;8.889;8.9838;9.075833333;9.093692308;0.002134072;0.020576358;0.09;0.010011123;0.14;0.015659955;-0.05;-0.005476451;0.32;0.03652968;0.477;21.57232704;2293.08;4.55;-0.003631152;0.001988176;6.89;0.054912639;1;0;1;1;0.412698413;0.540983607;0.66;0.616197183;0.042757166;0.009124283;9.009136617;8.984659394;8.941902227;0.033632883;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;16.48;34.11;24.95;19.7;-17.63
28/5/2013;9.09;9.35;9.04;9.34;1113771;0.601465196;1025702464;10.55;9.1;0.025695931;9.118571429;9.058;0.030192719;8.921;8.989;9.0795;9.085230769;-0.003669765;0.016970021;0.26;0.028634361;0.35;0.038932147;0.19;0.020765027;0.56;0.063781321;0.477;22.11740042;2321.32;28.24;0.010331083;0.012315314;6.79;0.052643522;1;1;1;1;0.746031746;0.6;0.716666667;0.579150579;0.067936228;0.020886672;9.075309294;9.039327179;8.971390951;0.047049556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;15.98;34.79;25.73;20.09;-18.81
29/5/2013;9.37;9.41;9.3;9.31;914590;-0.178834787;855466624;10.52;9.132;0.019119227;9.134285714;9.111;0.021374866;8.953;8.9944;9.081666667;9.080769231;-0.005893387;0.013820265;-0.03;-0.003211991;0.23;0.025330396;0.37;0.041387025;0.37;0.041387025;0.477;22.05450734;2324.02;2.7;-0.011002361;0.001163131;6.72;0.05105514;0;0;1;0.884615385;0.961538462;0.636363636;0.704918033;0.559055118;0.084496049;0.033608547;9.122247435;9.080969152;8.996473103;0.050887501;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;15.67;35.57;26.58;20.51;-19.9
30/5/2013;9.27;9.41;9.26;9.33;894548;-0.021913644;834290688;10.54;9.21;0.012861736;9.162857143;9.15;0.019292605;8.989;8.9962;9.073;9.085692308;-0.008493006;0.009003215;0.02;0.002148228;-0.01;-0.001070664;0.34;0.0378198;0.3;0.033222591;0.477;22.09643606;2317.75;-6.27;-0.003859691;-0.002697911;6.66;0.049693669;0;0;1;0.666666667;0.85042735;0.636363636;0.739495798;0.660550459;0.098102791;0.046507396;9.163797948;9.11928159;9.021178799;0.051595395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;15.99;35.03;27.27;20.95;-19.04
31/5/2013;9.35;9.41;9.25;9.26;1018756;0.138850011;951683328;10.47;9.264;-0.000431965;9.178571429;9.173;0.009395248;9.012;8.9954;9.061333333;9.090769231;-0.00965839;0.005327574;-0.07;-0.00750268;-0.05;-0.005370569;0.18;0.019823789;0.06;0.006521739;0.477;21.94968553;2300.6;-17.15;-0.004694208;-0.007399418;6.6;0.048332199;0;0;1;0;0.517094017;0.807692308;0.693548387;0.606796117;0.102061318;0.05761818;9.183038358;9.140930576;9.038869258;0.044443137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;15.53;36.64;28.12;21.41;-21.11
3/6/2013;9.31;9.35;9.15;9.18;831861;-0.183454134;768718464;9.84;9.284;-0.011328976;9.212857143;9.171;0.000980392;9.025;8.9936;9.061333333;9.091846154;-0.013309837;0.003957879;-0.08;-0.008639309;-0.15;-0.01607717;-0.16;-0.017130621;0.05;0.005476451;0.477;20.62893082;2299.25;-1.35;0.006867774;-0.000586803;6.55;0.04719764;0;0;1;0;0.222222222;0.672727273;0.603448276;0.618811881;0.097617869;0.065618118;9.182430687;9.146941257;9.049323387;0.031999751;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;15.02;36.15;28.97;21.9;-21.13
4/6/2013;9.23;9.23;9.04;9.08;601646;-0.276746957;547427520;9.74;9.232;-0.016740088;9.225714286;9.166;-0.009471366;9.0365;8.9864;9.048333333;9.091230769;-0.014792663;0.001303231;-0.1;-0.010893246;-0.18;-0.019438445;-0.23;-0.024704619;-0.07;-0.007650273;0.477;20.41928721;2272.42;-26.83;-0.011081875;-0.011669023;6.47;0.045382346;0;0;1;0;0;0.5;0.521367521;0.598086124;0.085046873;0.069503869;9.161944549;9.136642602;9.051595729;0.015543004;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;14.74;35.47;29.76;22.41;-20.73
5/6/2013;9.08;9.11;8.94;8.99;564058;-0.062475276;508068224;9.65;9.168;-0.019799778;9.212857143;9.15;-0.017797553;9.044;8.9666;9.033166667;9.088307692;-0.013704361;-0.001205043;-0.09;-0.009911894;-0.19;-0.020697168;-0.34;-0.036441586;0.05;0.005592841;0.477;20.23060797;2270.93;-1.49;0.011151108;-0.000655689;6.38;0.043340141;0;0;1;0;0;0.051282051;0.403669725;0.589622642;0.067049119;0.069012919;9.12755564;9.114082202;9.047033082;-0.0019638;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;14.36;36.47;30.65;22.94;-22.11
6/6/2013;8.95;9.01;8.76;8.79;724176;0.283867971;641017536;9.45;9.06;-0.030716724;9.134285714;9.135;-0.039249147;9.0455;8.9446;9.0205;9.072;-0.006865709;-0.002844141;-0.2;-0.022246941;-0.29;-0.031938326;-0.47;-0.05075594;-0.2;-0.022246941;0.477;19.81132075;2242.11;-28.82;-0.012034717;-0.012690836;6.29;-0.041297935;0;0;1;0;0;0.035714286;0.360655738;0.497652582;0.036229806;0.062456297;9.060044512;9.064223401;9.027993595;-0.02622649;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;13.99;35.9;31.51;23.49;-21.91
7/6/2013;8.85;8.91;8.66;8.69;723441;-0.001014947;634264448;9.35;8.946;-0.029459148;9.045714286;9.105;-0.047756041;9.039;8.9214;9.007;9.052461538;0.00074535;-0.003682394;-0.1;-0.011376564;-0.3;-0.033370412;-0.49;-0.053376906;-0.39;-0.042951542;0.477;19.60167715;2210.9;-31.21;-0.00106596;-0.013919924;6.21;-0.039482641;0;0;1;0;0;0;0.323076923;0.44549763;0.003693538;0.050703745;8.986035609;9.00665057;9.002957032;-0.047010207;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;13.63;35.14;32.32;24.06;-21.51
13/6/2013;8.59;8.59;8.25;8.36;1278203;0.766837931;1067823680;9.02;8.782;-0.050478469;8.907142857;9.033;-0.080502392;9.0165;8.892;8.992;9.039846154;0.014679818;-0.002930622;-0.33;-0.037974684;-0.43;-0.048919226;-0.72;-0.079295154;-0.98;-0.104925054;0.477;18.90985325;2148.36;-62.54;-0.0141707;-0.028287123;6.19;-0.039028818;0;0;1;0;0;0;0.295774648;0.396624473;-0.048164718;0.030930052;8.860828487;8.907165867;8.955330585;-0.07909477;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;15.37;34.04;32.67;24.62;-18.67
14/6/2013;8.41;8.41;8.32;8.36;775307;-0.393439853;648330496;9.02;8.638;-0.033253589;8.778571429;8.935;-0.068779904;8.9965;8.8694;8.98;9.016769231;0.026417201;-0.001973684;0;0;-0.33;-0.037974684;-0.63;-0.070077864;-0.95;-0.102040816;0.477;18.90985325;2162.04;13.68;0.035478225;0.006367648;6.21;-0.039482641;0;0;1;0;0;0;0.270072993;0.398305085;-0.088245521;0.007094938;8.76066279;8.822986503;8.911232024;-0.095340458;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;15.77;33.6;32.89;25.15;-17.83
17/6/2013;8.39;8.44;8.3;8.35;520392;-0.328792336;434798560;9.01;8.51;-0.019161677;8.66;8.839;-0.058562874;8.975;8.8454;8.9685;8.992923077;0.037020563;-0.000778443;-0.01;-0.001196172;-0.01;-0.001196172;-0.44;-0.050056883;-0.98;-0.105037513;0.477;18.88888889;2156.22;-5.82;-0.00901926;-0.002691902;6.27;-0.040844112;0;0;1;0;0;0;0.217054264;0.410480349;-0.119439932;-0.018212036;8.678530232;8.750219349;8.869659281;-0.101227896;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;15.34;34.76;33.27;25.67;-19.42
18/6/2013;8.39;8.46;8.35;8.41;403588;-0.224453873;339207328;9.07;8.434;-0.002853746;8.564285714;8.747;-0.040071344;8.9485;8.8374;8.954666667;8.975384615;0.045802929;0.000733254;0.06;0.007185629;0.05;0.005980861;-0.28;-0.032220944;-0.85;-0.091792657;0.477;19.01467505;2159.29;3.07;0.004122956;0.001423788;6.37;-0.043113229;0;0;1;1;0.333333333;0.085714286;0.073394495;0.410480349;-0.137732535;-0.042116136;8.624824186;8.69787791;8.835610445;-0.095616399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;15.06;35.08;33.7;26.19;-20.02
19/6/2013;8.39;8.39;8.16;8.23;531048;0.31581712;438130496;8.89;8.342;-0.013608748;8.455714286;8.644;-0.050303767;8.9085;8.8236;8.936833333;8.955846154;0.055844178;0.003442689;-0.18;-0.021403092;-0.12;-0.014371257;-0.13;-0.015550239;-0.95;-0.103485839;0.477;18.63731656;2143.45;-15.84;-0.008757508;-0.007335745;6.51;-0.046289993;0;0;1;0;0.333333333;0.088235294;0.064516129;0.382113821;-0.164853719;-0.066663653;8.545859348;8.625896693;8.790750412;-0.098190066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;15.56;34.81;33.99;26.69;-19.25
20/6/2013;8.2;8.2;7.74;7.76;1375715;1.590566201;1088155520;8.42;8.222;-0.059536082;8.308571429;8.502;-0.095618557;8.8365;8.802;8.911666667;8.932769231;0.069877301;0.009686426;-0.47;-0.057108141;-0.65;-0.077288942;-0.6;-0.071770335;-1.32;-0.145374449;0.477;17.65199161;2084.02;-59.43;-0.020336374;-0.027726329;6.7;-0.050601316;0;0;1;0;0.333333333;0.057142857;0.035502959;0.326388889;-0.221716713;-0.097674265;8.388687479;8.492681818;8.71439853;-0.124042448;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;;;;;;;;;15.1;36.27;34.46;27.2;-21.17
21/6/2013;7.65;7.81;7.56;7.62;1474426;0.071752507;1131974912;8.28;8.074;-0.059580052;8.155714286;8.356;-0.096587927;8.761;8.778;8.881333333;8.910307692;0.084687693;0.015791776;-0.14;-0.018041237;-0.61;-0.074119077;-0.73;-0.08742515;-1.37;-0.152391546;0.477;17.35849057;2073.1;-10.92;0.023277128;-0.005239873;6.96;-0.056501021;0;0;1;0;0;0.069767442;0.034090909;0.306666667;-0.274908896;-0.133121191;8.234949983;8.358423076;8.633331972;-0.141787705;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;;;;;;;;;14.81;36.6;34.97;27.7;-21.79
