DATE;OPEN;HIGH;LOW;CLOSE;VOLUME;P_VC;VOLUMERMB;REAL PRICE;MA5;C_MA5;MA7;MA10;C_MA10;MA20;MA50;MA60;MA65;RAVI;DIFFMA;NC2;P_NC2;NC3;P_NC3;NC5;P_NC5;NC10;P_NC10;EPS;PE;SSEC;DIFFSSEC;P_DIFFSSEC;P_SSEC;ADX;BB;HH2;HH3;HH5;K;D;RSI6;RSI12;RSI24;DIFF;DEA;EMA9;EMA12;EMA26;MACD;LL2;LL3;L1;L2;L3;L4;L5;L6;L7;L8;L9;L10;L15;L20;L25;L30;L40;L50;;;;;;;;;;;;;
24/1/2008;15.3;15.39;14.38;14.86;337848.97;3.3784897;500959488;51.46;15.344;;;16.237;;15.9305;15.1334;;;;;-0.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/1/2008;14.71;15.78;14.13;15.43;689772.75;6.8977275;1036260096;53.2;15.094;;;15.965;;15.9815;15.1288;;;;;0.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/1/2008;15.2;15.2;14.27;14.58;220922.42;2.2092242;324138368;50.59;14.87;;;15.686;;15.9655;15.1016;;;;;-0.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/1/2008;14.76;15.13;13.93;14.51;175849.64;1.7584964;252637248;50.39;14.896;;;15.401;;15.926;15.0856;;;;;-0.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/1/2008;14.51;14.61;13.02;13.65;456888.56;4.5688856;628847872;47.73;14.606;;;15.138;;15.8315;15.0658;;;;;-0.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/1/2008;13.34;13.8;12.69;13.08;396701.31;3.9670131;521979776;46;14.25;;;14.797;;15.752;15.0378;;;;;-0.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/2/2008;13.08;13.63;12.71;13.48;369219.03;3.6921903;490072160;47.23;13.86;;;14.477;;15.658;15.0238;;;;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/2/2008;14.06;15.02;14.06;15.02;584561.94;5.8456194;867983424;51.95;13.948;;;14.409;;15.5925;15.0566;;;;;1.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/2/2008;15.17;15.2;14.68;14.84;348272.84;3.4827284;522443616;51.4;14.014;;;14.455;;15.5115;15.0788;;;;;-0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/2/2008;14.38;14.64;14.01;14.05;273715.44;2.7371544;392375040;48.98;14.094;;;14.35;;15.383;15.0862;;;;;-0.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/2/2008;14.31;14.76;14.28;14.39;201892.44;2.0189244;293510944;50.03;14.356;;;14.303;;15.27;15.1014;;;;;0.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/2/2008;14.35;14.35;13.83;14;121294.17;1.2129417;170298048;48.82;14.46;;;14.16;;15.0625;15.107;;;;;-0.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/2/2008;14.32;14.78;14.09;14.46;170959.13;1.7095913;247592976;50.22;14.348;;;14.148;;14.917;15.0974;;;;;0.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/2/2008;14.47;14.78;13.99;14.74;480695.25;4.8069525;687090816;51.09;14.328;;;14.171;;14.786;15.0922;;;;;0.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/2/2008;14.55;14.55;13.08;13.08;2254835.25;22.5483525;2988226560;45.98;14.134;;;14.114;;14.626;15.0424;;;;;-1.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/2/2008;11.82;12.64;11.62;12.18;1314572.38;13.1457238;1600219136;43.23;13.692;;;14.024;;14.4105;14.9776;;;;;-0.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/2/2008;12.08;12.08;11.12;11.13;856468.81;8.5646881;970072064;39.98;13.118;;;13.789;;14.133;14.8868;;;;;-1.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/2/2008;11.04;11.07;10.56;10.81;587511.63;5.8751163;634136128;39;12.388;;;13.368;;13.8885;14.7778;;;;;-0.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/2/2008;11.29;11.72;10.95;11.29;732763.25;7.3276325;826306752;40.49;11.698;;;13.013;;13.734;14.6794;;;;;0.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/2/2008;11.26;11.82;10.74;11.34;864478.19;8.6447819;994944512;40.62;11.35;;;12.742;;13.546;14.5908;;;;;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/2/2008;10.96;11.66;10.88;11.42;462391.19;4.6239119;531114240;40.89;11.198;;;12.445;;13.374;14.5116;;;;;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/2/2008;11.46;11.88;11.46;11.83;535813.63;5.3581363;631234240;42.13;11.338;;;12.228;;13.194;14.461;;;;;0.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/3/2008;11.67;12.13;11.39;12.05;405085.94;4.0508594;480765120;42.83;11.586;;;11.987;;13.0675;14.4242;;;;;0.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/3/2008;12.06;12.11;10.78;10.8;1097571.63;10.9757163;1230048000;38.98;11.488;;;11.593;;12.882;14.356;;;;;-1.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/3/2008;10.97;11.13;10.69;10.86;392927.31;3.9292731;426017152;39.15;11.392;;;11.371;;12.7425;14.3082;;;;;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6/3/2008;11.03;11.75;10.73;11.17;553216.5;5.532165;624004224;40.1;11.342;;;11.27;;12.647;14.2698;;;;;0.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7/3/2008;10.84;11.32;10.82;10.95;377437.59;3.7743759;417260992;39.44;11.166;;;11.252;;12.5205;14.2182;;;;;-0.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/3/2008;10.87;10.87;9.95;9.98;684673.13;6.8467313;697126592;36.46;10.752;;;11.169;;12.2685;14.134;;;;;-0.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/3/2008;9.92;10;9.5;9.65;630160.69;6.3016069;610534464;35.45;10.522;;;11.005;;12.009;14.045;;;;;-0.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/3/2008;10.01;10.09;8.86;8.96;839868.75;8.3986875;782848256;33.3;10.142;;;10.767;;11.7545;13.936;;;;;-0.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/3/2008;8.85;9.22;8.71;9.11;712582.88;7.1258288;640923904;33.77;9.73;;;10.536;;11.4905;13.829;;;;;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/3/2008;9.1;9.13;8.48;8.68;714671.38;7.1467138;621970432;32.44;9.276;;;10.221;;11.2245;13.7144;;;;;-0.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/3/2008;8.61;9.11;8.41;8.73;506981.06;5.0698106;444482816;32.62;9.026;;;9.889;;10.938;13.591;;;;;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/3/2008;8.66;9.12;8.43;8.72;567300.56;5.6730056;498208608;32.58;8.84;;;9.681;;10.637;13.4594;;;;;-0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/3/2008;8.21;9.56;7.89;9.41;924493.25;9.2449325;835495808;34.7;8.93;;;9.536;;10.4535;13.3368;;;;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/3/2008;9.38;9.67;9.08;9.27;787189.5;7.871895;736891776;34.28;8.962;;;9.346;;10.308;13.2288;;;;;-0.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/3/2008;9.39;9.44;8.16;8.16;1037212.06;10.3721206;890819328;30.85;8.858;;;9.067;;10.1595;13.0848;;;;;-1.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/3/2008;7.98;8.57;7.76;8.35;768513.25;7.6851325;623403968;31.43;8.782;;;8.904;;10.0365;12.9252;;;;;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/3/2008;8.5;9.02;8.5;8.87;1123891.25;11.2389125;990337664;33.04;8.812;;;8.826;;9.9155;12.7734;;;;;0.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/3/2008;8.63;9.17;8.47;8.94;673689.44;6.7368944;602480384;33.26;8.718;;;8.824;;9.7955;12.6198;;;;;0.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/3/2008;8.86;9.85;8.74;9.77;1230335.38;12.3033538;1167772544;35.82;8.818;;;8.89;;9.713;12.4822;;;;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/3/2008;9.37;10.02;9.25;9.64;847592.06;8.4759206;822626432;35.4;9.114;;;8.986;;9.6035;12.312;;;;;-0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/4/2008;9.51;10.01;8.96;9.62;770635.56;7.7063556;738058816;35.35;9.368;;;9.075;;9.482;12.157;;;;;-0.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2/4/2008;9.85;10.43;9.71;9.93;1288834;12.88834;1302770560;36.3;9.58;;;9.196;;9.4385;12.0084;;;;;0.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/4/2008;9.83;10.02;9.43;10;869790.13;8.6979013;845629696;36.5;9.792;;;9.255;;9.3955;11.8828;;;;;0.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7/4/2008;9.83;10.39;9.71;10.31;872616.81;8.7261681;878766080;37.48;9.9;;;9.359;;9.3525;11.7592;;;;;0.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8/4/2008;10.32;10.34;9.9;10.27;781625.38;7.8162538;787911680;37.33;10.026;;;9.57;;9.3185;11.631;;;;;-0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9/4/2008;10.06;10.16;9.29;9.32;784249.06;7.8424906;761711744;34.43;9.966;;;9.667;;9.2855;11.5034;;;;;-0.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/4/2008;9.33;9.56;8.97;9.32;547083.31;5.4708331;504523744;34.41;9.844;;;9.712;;9.269;11.4022;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/4/2008;9.51;9.7;9.32;9.45;522237.03;5.2223703;496475488;34.82;9.734;;;9.763;;9.2935;11.2892;;;;;0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/4/2008;9.51;9.7;8.5;8.6;1308968.25;13.0896825;1182390016;32.2;9.392;;;9.646;;9.268;11.164;;;;;-0.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/4/2008;8.65;8.76;8.01;8.56;1075275.13;10.7527513;892762304;32.08;9.05;;;9.538;;9.262;11.0266;;;;;-0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/4/2008;8.5;8.71;8.14;8.31;665790.75;6.6579075;557249536;31.31;8.848;;;9.407;;9.241;10.9012;;;;;-0.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/4/2008;8.34;8.59;7.88;8.05;626875.75;6.2687575;511685088;30.51;8.594;;;9.219;;9.2075;10.772;;;;;-0.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/4/2008;7.88;8.27;7.53;8.05;641058.25;6.4105825;508958944;30.52;8.314;;;9.024;;9.1395;10.66;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/4/2008;8.82;8.83;8.01;8.22;1306919.75;13.0691975;1093439232;31.04;8.238;;;8.815;;9.087;10.5628;;;;;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/4/2008;7.98;8.8;7.85;8.73;901704.63;9.0170463;756909696;32.61;8.272;;;8.661;;9.1155;10.4678;;;;;0.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/4/2008;8.67;9.65;8.53;9.6;1166002;11.66002;1075142400;35.29;8.53;;;8.689;;9.178;10.3594;;;;;0.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/4/2008;10.73;10.74;10.25;10.74;1835557;18.35557;1937984896;29.72;9.068;;;8.831;;9.2715;10.2774;;;;;1.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/4/2008;10.44;11.16;10.27;10.57;1502355.63;15.0235563;1608501760;29.32;9.572;;;8.943;;9.353;10.2078;;;;;-0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/4/2008;10.42;10.91;10.26;10.54;1059248.75;10.5924875;1126410240;29.23;10.036;;;9.137;;9.3915;10.1308;;;;;-0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/4/2008;10.48;10.95;10.48;10.77;858103.25;8.5810325;925474944;29.79;10.444;;;9.358;;9.448;10.0662;;;;;0.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/4/2008;10.87;11.96;10.87;11.87;1300914.38;13.0091438;1494589184;32.4;10.898;;;9.714;;9.5605;10.0144;;;;;1.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/5/2008;12.18;12.25;11.53;11.98;1263867.5;12.638675;1495219456;32.66;11.146;;;10.107;;9.663;9.9592;;;;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6/5/2008;11.71;11.87;11.41;11.56;969676.69;9.6967669;1128864640;31.65;11.344;;;10.458;;9.741;9.9288;;;;;-0.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7/5/2008;11.33;11.6;10.55;10.57;1395159.25;13.9515925;1531456512;29.32;11.35;;;10.693;;9.754;9.8966;;;;;-0.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8/5/2008;10.4;10.82;10.23;10.69;777084.31;7.7708431;813076672;29.59;11.334;;;10.889;;9.775;9.8878;;;;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9/5/2008;10.74;10.82;9.76;10.05;1761470.38;17.6147038;1787523328;28.08;10.97;;;10.934;;9.8115;9.8726;;;;;-0.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/5/2008;9.8;10.69;9.67;10.56;1170223.63;11.7022363;1179705088;29.28;10.686;;;10.916;;9.8735;9.858;;;;;0.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/5/2008;10.21;10.61;10.02;10.24;858685.25;8.5868525;882531200;28.54;10.422;;;10.883;;9.913;9.836;;;;;-0.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/5/2008;10.27;11.33;10.27;11.3;1500867.38;15.0086738;1621371392;31.03;10.568;;;10.959;;10.048;9.8336;;;;;1.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/5/2008;11.46;11.49;10.86;10.89;1020148.19;10.2014819;1138960000;30.08;10.608;;;10.971;;10.1645;9.8148;;;;;-0.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/5/2008;10.86;11.29;10.82;11.12;960943.81;9.6094381;1067280512;30.62;10.822;;;10.896;;10.305;9.7962;;;;;0.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/5/2008;11.07;11.16;10.78;10.95;426828.75;4.2682875;467101632;30.22;10.9;;;10.793;;10.45;9.7992;;;;;-0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/5/2008;10.97;11.18;10.22;10.26;858264.13;8.5826413;911304064;28.59;10.904;;;10.663;;10.5605;9.7872;;;;;-0.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/5/2008;10.12;10.48;9.76;10.26;949785.75;9.4978575;948646272;28.58;10.696;;;10.632;;10.6625;9.769;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/5/2008;10.04;10.13;9.76;9.89;735374.06;7.3537406;729605184;27.7;10.496;;;10.552;;10.7205;9.7478;;;;;-0.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/5/2008;9.89;10.31;9.88;10.13;768315.94;7.6831594;776642944;28.26;10.298;;;10.56;;10.747;9.7508;;;;;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/5/2008;9.99;9.99;9.59;9.7;536696.31;5.3669631;520807936;27.26;10.048;;;10.474;;10.695;9.7518;;;;;-0.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/5/2008;9.7;9.85;9.58;9.71;428527.56;4.2852756;415001824;27.27;9.938;;;10.421;;10.652;9.7668;;;;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/5/2008;9.72;10.52;9.71;10.25;894459.19;8.9445919;908434112;28.56;9.936;;;10.316;;10.6375;9.7896;;;;;0.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/5/2008;10.22;10.28;9.8;9.83;495906.5;4.959065;499603328;27.55;9.924;;;10.21;;10.5905;9.8126;;;;;-0.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/5/2008;9.9;10.2;9.89;10.07;500113.25;5.0011325;503298784;28.12;9.912;;;10.105;;10.5005;9.8394;;;;;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2/6/2008;9.96;10.39;9.91;10.2;552461;5.52461;560367104;28.44;10.012;;;10.03;;10.4115;9.869;;;;;0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/6/2008;10.14;10.4;10.08;10.31;635091.19;6.3509119;649395520;28.69;10.132;;;10.035;;10.349;9.887;;;;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/6/2008;10.3;10.35;9.88;10.18;471106.09;4.7110609;475343296;28.38;10.118;;;10.027;;10.3295;9.9052;;;;;-0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/6/2008;10.1;10.47;9.99;10.35;659673.94;6.5967394;680910272;28.79;10.222;;;10.073;;10.3125;9.949;;;;;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6/6/2008;10.4;10.58;10.24;10.27;582291.5;5.822915;605154816;28.61;10.262;;;10.087;;10.3235;9.9874;;;;;-0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/6/2008;9.59;9.76;9.06;9.06;785289.56;7.8528956;730805184;25.75;10.034;;;10.023;;10.2485;9.9912;;;;;-1.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/6/2008;8.84;8.84;8.45;8.63;672547.31;6.7254731;580821952;24.73;9.698;;;9.915;;10.168;9.985;;;;;-0.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/6/2008;8.53;8.63;8.16;8.38;657430.94;6.5743094;550863616;24.13;9.338;;;9.728;;10.022;9.9572;;;;;-0.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/6/2008;8.33;8.56;8.21;8.27;449504.5;4.495045;375581920;23.87;8.922;;;9.572;;9.891;9.9298;;;;;-0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/6/2008;8.33;8.54;8.11;8.32;440388.31;4.4038831;368541920;24;8.532;;;9.397;;9.751;9.9038;;;;;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/6/2008;8.31;8.54;8.21;8.36;550968.06;5.5096806;460687424;24.09;8.392;;;9.213;;9.6215;9.8724;;;;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/6/2008;8.31;9.01;8.18;8.84;654111.44;6.5411144;568107712;25.23;8.434;;;9.066;;9.5505;9.8492;;;;;0.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/6/2008;8.75;8.75;7.9;7.91;455379.28;4.5537928;380778752;23.03;8.34;;;8.839;;9.433;9.8012;;;;;-0.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/6/2008;7.97;8.82;7.67;8.49;1223908.13;12.2390813;1035069056;24.4;8.384;;;8.653;;9.363;9.7656;;;;;0.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/6/2008;8.25;8.48;8.11;8.34;278527.88;2.7852788;230710688;24.03;8.388;;;8.46;;9.2735;9.746;;;;;-0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/6/2008;8.24;8.7;8.24;8.54;367366.44;3.6736644;312498464;24.5;8.424;;;8.408;;9.2155;9.7304;;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/6/2008;8.53;8.85;8.4;8.71;592344.69;5.9234469;513321600;24.92;8.398;;;8.416;;9.1655;9.7156;;;;;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/6/2008;8.71;8.8;8.41;8.55;529747.38;5.2974738;455968864;24.53;8.526;;;8.433;;9.0805;9.7146;;;;;-0.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/6/2008;8.18;8.18;7.74;7.9;620937.75;6.2093775;493126144;22.99;8.408;;;8.396;;8.984;9.7014;;;;;-0.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/6/2008;7.73;7.96;7.37;7.48;437061.72;4.3706172;332426432;22;8.236;;;8.312;;8.8545;9.6848;;;;;-0.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/7/2008;7.56;7.64;6.63;6.69;916519.75;9.1651975;629825600;20.13;7.866;;;8.145;;8.679;9.6576;;;;;-0.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
